3 23520.0 45.62236000000001 7.383832000000001 35.10775 3.489649 0.8709756 3.090159 0.3627339 29.34901 5.459014
4 47040.0 57.61017 9.419651000000002 41.89581999999999 2.832836 1.1934891999999997 5.488434000000001 0.6669439 31.28798 10.069340999999998
5 94080.0 91.91858000000003 24.989273999999998 53.48018000000001 12.049220000000002 2.6941213000000004 10.443946 1.390094 31.680873999999996 20.679774000000002
level p d-max comm-max comp-max allgather-max allreduce-max reducescatter-max gram-max mm-max nnls-max
0 3360.0 27.8484 4.29808 22.9878 0.914088 0.188407 3.2068 0.0645723 22.2711 0.666843
1 6720.0 29.893 4.94484 24.150199999999998 1.11735 0.366271 3.482097 0.0993162 22.689 1.3760180000000002
2 13440.0 32.61661 4.58766 26.42565 1.988237 0.7005969999999999 1.937685 0.1834182 23.51494 2.7534220000000005
3 26880.0 43.127340000000004 8.608804000000001 30.783880000000003 3.54953 1.6881629999999999 3.4361 0.41867259999999995 25.314850000000003 5.107072
4 53760.0 55.521480000000004 10.276722 36.93991 2.4613609999999997 1.5427093 6.385783 0.8101205 26.77307 9.493938
5 107520.0 102.69534000000002 36.42088499999999 49.31769 21.236087000000005 3.588111 11.802475 1.7532925999999998 28.899913999999992 18.947327000000005
